Last updated,Ticket updated,Ticket created - Date,Country,Brand(상세),Category,Requested Channel type,1차 Defect Reason or Inquiries,2차 Defect Reason or Inquiries,Device,Product Name,Power Accessories _categories,Product Name: Caseology,Purchase Date - Date,ESC. 사유,Tier 2 Escalated,❗사진/영상 유무❗,최종 고객 대응,Order ID,ASIN,★문의SKU,T1 → T2,T2 → T3,"✅전체 주문 (Product Issue, 아크테크X)",❎전체 환불,✳️슈피겐 환불,Agent replies brackets,Agent replies,Agent wait time (min),On-hold time (min),링크,MCF 발송
1000157143,2026-08-22,2026-08-22,SE,SP,4. Product Issue,spigen.support@spigen.com,(SP)_먼지유입,,iPhone 17 Pro,SP_Glas.tR EZ Fit Slim,,,2026-08-03,,FALSE,Yes,환불,408-8259971-6837951,B0D84YX465,AGL07928,,,1,0,0,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157143,0
1000157144,2026-08-21,2026-08-21,DE,SP,4. Product Issue,SQ_website,(SP)_글라스깨짐,,iPhone 17 Pro,SP_Glas.tR EZ Fit Slim,,,2026-07-23,MCF발송,TRUE,Yes,MCF 발송,306-3294427-9165946,B0D84YX465,AGL07928,1,,9,0,0,2,2,87,0,https://spigenhelp.zendesk.com/agent/tickets/1000157144,1
1000157145,2026-08-21,2026-08-21,IN,PAcc.,4. Product Issue,SQ_website,(PAcc.)_충전불량,,알 수 없음_추가정보 필요,Power Accessories,PH2100,,2026-01-18,,FALSE,No,회수 (교품/환불),406-6223256-4245106,B09MJVXYMF,ABA04241,,,1,0,0,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157145,
1000157147,2026-08-21,2026-08-21,etc.,n/a,8. 문의 사항 파악 불가,spigen.support@spigen.com,(Other Inquiry)_알수없음,,알 수 없음_추가정보 필요,알 수 없음  (No product info),,,,,FALSE,No,회신불요 (중복/스팸),205-8743326-9352355,해당없음,해당없음,,,N/A,N/A,N/A,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157147,
1000157148,2026-08-21,2026-08-21,JP,CASE,6. Product Inquiry,Rakuten,(Product Inquiry)_상품문의,,알 수 없음_추가정보 필요,Ultra Hybrid MagFit,,,,,FALSE,No,일반안내,해당없음,해당없음,해당없음,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157148,0
1000157149,2026-08-21,2026-08-21,JP,CASE,1. Invoice,Amazon Buyer Message,(Invoice)_invoice발행관련,,INVOICE - Spigen (Cases),Liquid Air,,,2026-08-09,,FALSE,No,일반안내,503-1105585-7615046,B0FD16MJ1G,ACS09888,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157149,0
1000157151,2026-08-21,2026-08-21,IN,CASE,7. Other Inquiry,SQ_website,(Other Inquiry)_기타사항,,알 수 없음_추가정보 필요,알 수 없음  (No product info),,,,,FALSE,No,타부서 소관,67417,해당없음,해당없음,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157151,
1000157152,2026-08-21,2026-08-21,IN,n/a,2. Delivery,spigen.support@spigen.com,(Delivery Issue)_미배송(배송미완료),,알 수 없음_추가정보 필요,알 수 없음  (No product info),,,,,FALSE,No,일반안내,해당없음,해당없음,해당없음,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157152,
1000157153,2026-08-21,2026-08-21,JP,CASE,4. Product Issue,spigen.support@spigen.com,(Case)_황변,,Galaxy S26,Ultra Hybrid MagFit,,,2026-06-05,유관부서 이관 요청,TRUE,Yes,일반안내,해당없음,해당없음,해당없음,1,,N/A,N/A,N/A,2,2,86,0,https://spigenhelp.zendesk.com/agent/tickets/1000157153,0
1000157156,2026-08-21,2026-08-21,IN,CASE,4. Product Issue,spigen.support@spigen.com,(Case)_코팅벗겨짐,,iPhone 15 Pro,Slim Armor MagFit,,,2026-04-11,,FALSE,Yes,환불,403-0002046-5104332,B0C2X7R8SX,ACS06476,,,1,0,0,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157156,0
1000157157,2026-08-21,2026-08-21,JP,CASE,4. Product Issue,Amazon Buyer Message,(Case)_기타사항,,Galaxy Z Fold 8,Air Skin Aramid MagFit,,,2026-07-31,,FALSE,No,일반안내,249-5011455-6635828,B0GMSKSKX8,ACS11561,,,3,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157157,0
1000157158,2026-08-24,2026-08-24,IN,CASE,4. Product Issue,spigen.support@spigen.com,(Case)_TPU늘어남,,Galaxy S24,Liquid Air,,,2026-02-10,사진 도용/편집,TRUE,Yes,일반안내,407-4489365-1061945,B0CM5F1T8P,ACS07347,1,,2,1,0,3-5,4,994,0,https://spigenhelp.zendesk.com/agent/tickets/1000157158,
1000157159,2026-08-21,2026-08-21,UK,CASE,2. Delivery,Amazon Buyer Message,(Delivery Inquiry)_배송관련기타사항,,Galaxy Z Fold 8,Air Skin Aramid MagFit,,,2026-08-08,,FALSE,No,일반안내,205-9812529-0705136,B0GMSKSKX8,ACS11561,,,N/A,N/A,N/A,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157159,
1000157160,2026-08-21,2026-08-21,DE,PAcc.,4. Product Issue,SQ_website,(PAcc.)_외형변형,,알 수 없음_추가정보 필요,Power Accessories,EA2205MQ,,2026-03-10,,FALSE,Yes,환불,304-2998969-4400362,B0FP4R53ZH,ABA10194,,,5,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157160,0
1000157161,2026-08-21,2026-08-21,etc.,SP,4. Product Issue,spigen.support@spigen.com,(SP)_버블,,Tesla Model Y 2025,SP_Glas.tR EZ Fit Anti-Glare,,,,,FALSE,Yes,일반안내,‫250-3908566-1688658,해당없음,해당없음,,,N/A,N/A,N/A,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157161,
1000157162,2026-08-21,2026-08-21,IN,CASE,1. Invoice,Amazon Buyer Message,(Invoice)_invoice발행관련,,INVOICE - Spigen (Cases),Liquid Air,,,2026-08-02,,FALSE,No,일반안내,407-3860074-9579559,B0C5S8ZN7Y,ACS06704,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157162,0
1000157163,2026-08-22,2026-08-22,DE,SP,2. Delivery,Amazon Buyer Message,(Delivery Inquiry)_배송관련기타사항,,Galaxy Watch Ultra 2 (47mm),SP_Glas.tR EZ Fit Slim,,,,기타 사항,TRUE,No,일반안내,해당없음,B0H271GDBQ,AGL11758,1,1,N/A,N/A,N/A,2,2,987,29,https://spigenhelp.zendesk.com/agent/tickets/1000157163,
1000157164,2026-08-21,2026-08-21,IN,n/a,8. 문의 사항 파악 불가,spigen.support@spigen.com,(Other Inquiry)_알수없음,,알 수 없음_추가정보 필요,알 수 없음  (No product info),,,,,FALSE,No,회신불요 (중복/스팸),403-9656277-7724330,해당없음,해당없음,,,N/A,N/A,N/A,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157164,
1000157165,2026-08-21,2026-08-21,JP,CASE,6. Product Inquiry,Amazon Buyer Message,(Product Inquiry)_호환문의,,Galaxy S26,해당없음,,,,,FALSE,No,일반안내,해당없음,해당없음,해당없음,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157165,0
1000157166,2026-08-21,2026-08-21,UK,CASE,3. Exchange,SQ_website,(Exchange)_주문후변심,,iPhone 17 Pro Max,Ultra Hybrid,,,2026-08-09,,FALSE,No,일반안내,026-0744848-6433165,B0FD1YFCWM,ACS10034,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157166,
1000157168,2026-08-21,2026-08-21,JP,SDA,4. Product Issue,Amazon Buyer Message,(SDA)_자석탈락,,AirPods Pro 3,Vault,,,2026-07-07,,FALSE,Yes,환불,250-4939702-1440651,B0FCVK9G1F,ACS09826,,,13,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157168,0
1000157169,2026-08-24,2026-08-24,IN,CASE,4. Product Issue,SQ_website,(Case)_황변,,iPhone 15 Pro,Ultra Hybrid,,,2026-07-02,,FALSE,Yes,환불,407-1896920-5049126,B0C5S8CDT2,ACS06707,,,3,0,1,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157169,
1000157171,2026-08-21,2026-08-21,IN,PAcc.,4. Product Issue,spigen.support@spigen.com,(PAcc.)_충전불량,,알 수 없음_추가정보 필요,Power Accessories,PE2212,,2024-11-28,,FALSE,No,회수 (교품/환불),407-9164109-1804306,B0DKSNXLCT,ACH06436,,,1,0,0,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157171,
1000157172,2026-08-22,2026-08-22,JP,CASE,6. Product Inquiry,Amazon Buyer Message,(Product Inquiry)_상품문의,,Galaxy Z Fold 8 Ultra,Air Skin Aramid MagFit,,,2026-08-08,상품 문의,TRUE,No,일반안내,250-9687917-7811054,B0GKQNSD4X,ACS11496,1,1,N/A,N/A,N/A,3-5,3,996,347,https://spigenhelp.zendesk.com/agent/tickets/1000157172,0
1000157173,2026-08-22,2026-08-22,IN,CASE,4. Product Issue,spigen.support@spigen.com,(Case)_황변,,Galaxy S25,Ultra Hybrid,,,2026-07-05,,FALSE,Yes,일반안내,406-9701153-0628324,B0DJ9VPHTH,ACS09006,,,3,0,0,3-5,3,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157173,
1000157174,2026-08-22,2026-08-22,DE,CASE,4. Product Issue,SQ_website,(Case)_코팅벗겨짐,2차_(Other Inquiry)_감사인사,Galaxy S26,Thin Fit MagFit,,,2026-05-02,,FALSE,Yes,환불,304-4108104-8284335,B0GDHXBK25,ACS11396,,,10,0,0,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157174,0
1000157175,2026-08-21,2026-08-21,IN,CASE,4. Product Issue,Amazon Buyer Message,(Case)_타사필름간섭,,Galaxy A56,Ultra Hybrid,,,2026-08-07,,FALSE,No,일반안내,408-8923827-0023561,B0F2T6Z6T6,ACS09574,,,1,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157175,
1000157177,2026-08-21,2026-08-21,DE,CASE,4. Product Issue,SQ_website,(Case)_황변,,iPhone 17,Ultra Hybrid MagFit,,,2026-01-07,,FALSE,Yes,일반안내,306-3466651-7697141,B0FD2K58MF,ACS10082,,,2,1,0,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157177,0
1000157180,2026-08-21,2026-08-21,IN,PAcc.,4. Product Issue,spigen.support@spigen.com,(PAcc.)_충전불량,,알 수 없음_추가정보 필요,Power Accessories,PE2304,,2026-07-15,,FALSE,Yes,회수 (교품/환불),406-2685315-0068327,B0DQ14CVX1,ACH06947,,,3,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157180,
1000157182,2026-08-23,2026-08-23,ES,CASE,6. Product Inquiry,SQ_website,(Sales Inquiry)_출시일정문의,2차_(Product Inquiry)_상품문의,Galaxy Z Fold 8 Ultra,Slim Armor Pro S MagFit,,,,상품 문의,TRUE,No,일반안내,해당없음,B0GYQDR1FW,ACS11778,1,3,N/A,N/A,N/A,3-5,3,1112,161,https://spigenhelp.zendesk.com/agent/tickets/1000157182,
1000157183,2026-08-21,2026-08-21,IT,SP,4. Product Issue,SQ_website,(SP)_측면들뜸,,Google Pixel 8,SP_Glas.tR alignmaster_slim,,,2026-06-17,MCF발송,FALSE,Yes,MCF 발송,171-9613086-3857130,B0CMRDVTGP,ACS08568,1,,1,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157183,1
1000157184,2026-08-22,2026-08-22,etc.,PAcc.,4. Product Issue,spigen.support@spigen.com,(PAcc.)_충전불량,,알 수 없음_추가정보 필요,Power Accessories,PE2109,,,Legal Action 언급,TRUE,Yes,일반안내,해당없음,B0C1S8FRGW,ACH04621,1,,N/A,N/A,N/A,3-5,3,104,0,https://spigenhelp.zendesk.com/agent/tickets/1000157184,
1000157188,2026-08-22,2026-08-22,UK,CASE,7. Other Inquiry,Amazon Buyer Message,(Other Inquiry)_타셀러문의,,INVOICE - Spigen (Cases),Ultra Hybrid,,,2026-03-01,,FALSE,No,일반안내,026-7936925-1833940,B0D79X1XCL,ACP08316,,,N/A,N/A,N/A,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157188,
1000157190,2026-08-21,2026-08-21,etc.,n/a,7. Other Inquiry,spigen.support@spigen.com,(Other Inquiry)_기타사항,,알 수 없음_추가정보 필요,알 수 없음  (No product info),,,,,FALSE,Yes,회신불요 (중복/스팸),171-9331720-9172367,해당없음,해당없음,,,N/A,N/A,N/A,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157190,
1000157191,2026-08-21,2026-08-21,NL,Newbiz,1. Invoice,Amazon Buyer Message,(Invoice)_invoice발행관련,,INVOICE - Spigen (New Biz),MFT13,,,2026-08-11,,FALSE,No,일반안내,171-4414369-8853917,B0DK7N9C9R,ACP08316,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157191,
1000157192,2026-08-24,2026-08-24,IT,Newbiz,4. Product Issue,SQ_website,(SDA)_제품품질불만,,해당없음_(New Biz),(New Biz)_OM100,,,2025-11-20,기타 사항,TRUE,Yes,도움불가,407-1053114-2925142,B0B47QXCBV,AMP03120,1,,5,3,0,2,2,125,0,https://spigenhelp.zendesk.com/agent/tickets/1000157192,1
1000157193,2026-08-22,2026-08-22,ES,CASE,4. Product Issue,SQ_website,(Case)_킥스탠드이슈,,알 수 없음_추가정보 필요,Tough Armor MagFit,,,,,FALSE,Yes,일반안내,,해당없음,해당없음,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157193,
1000157196,2026-08-22,2026-08-22,UK,PAcc.,4. Product Issue,spigen.support@spigen.com,(PAcc.)_발열이슈,,알 수 없음_추가정보 필요,Power Accessories,PE2105,,2025-08-20,PowerAcc. 불량,TRUE,No,환불,204-0400938-2956315,B0DQ14CVX1,ACS09006,1,,1,0,0,1,1,215,0,https://spigenhelp.zendesk.com/agent/tickets/1000157196,1
1000157198,2026-08-22,2026-08-22,IN,SDA,8. 문의 사항 파악 불가,Amazon Buyer Message,(Other Inquiry)_알수없음,,Other (ODM),DA13,,,,,FALSE,No,일반안내,해당없,B0DF7Z8FGP,APP07883,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157198,
1000157199,2026-08-28,2026-08-28,IN,SDA,4. Product Issue,spigen.support@spigen.com,(New Biz)_부착떨어짐,,Other (ODM),TS35-1,,,2026-03-30,,FALSE,Yes,환불,171-3392113-0069949,B0DK7N6LJH,ACP08312,,,1,0,0,3-5,3,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157199,0
1000157200,2026-09-10,2026-09-10,IN,CASE,4. Product Issue,spigen.support@spigen.com,(Case)_황변,2차_(Refund Inquiry)_환불재안내,Google Pixel 10 Pro,Ultra Hybrid MagFit,,,2025-12-11,Negative Review,TRUE,Yes,환불,404-7676999-1300300,B0F49GQVQ4,ACS09702,1,,5,0,0,3-5,5,156,16,https://spigenhelp.zendesk.com/agent/tickets/1000157200,0
1000157202,2026-08-22,2026-08-22,DE,CASE,4. Product Issue,SQ_website,(Case)_황변,,iPhone 17 Pro Max,Ultra Hybrid T MagFit,,,2026-05-16,,FALSE,Yes,일반안내,306-9390217-7322700,B0FD22YW2J,ACS10046,,,2,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157202,0
1000157203,2026-08-24,2026-08-24,JP,PAcc.,4. Product Issue,Amazon Buyer Message,(PAcc.)_충전불량,,iPhone 16,Power Accessories,EV25MFAQ,,2026-08-10,PowerAcc. 불량,TRUE,Yes,환불,503-4715648-0239847,B0FPTKNYP3,ACP10511,1,1,3,0,0,3-5,3,1044,535,https://spigenhelp.zendesk.com/agent/tickets/1000157203,0
1000157204,2026-08-22,2026-08-22,IN,CASE,7. Other Inquiry,spigen.support@spigen.com,(Refund Inquiry)_환불재안내,,iPhone 16,Ultra Hybrid,,,2025-12-03,,FALSE,Yes,일반안내,404-1432816-5337125,B0D21WT5PS,ACS08197,,,3,1,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157204,
1000157205,2026-08-28,2026-08-28,DE,SP,4. Product Issue,spigen.support@spigen.com,(SP)_부착어려움,,iPhone 17 Pro Max,SP_Glas.tR Optik Pro XL,,,2026-08-08,,FALSE,No,도움불가,302-2094611-7443524,B0FMLFDMWL,AGL10652,,,3,0,0,3-5,3,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157205,1
1000157207,2026-08-23,2026-08-23,IN,SP,4. Product Issue,spigen.support@spigen.com,(SP)_버블,, Galaxy S24 FE,SP_Glas.tR EZ Fit Slim,,,2026-08-09,,FALSE,Yes,환불,407-8942902-4945116,B0DD4S6DZ7,AGL08729,,,1,0,0,3-5,3,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157207,
1000157208,2026-08-22,2026-08-22,FR,CASE,1. Invoice,Amazon Buyer Message,(Invoice)_invoice발행관련,,INVOICE - Spigen (Cases),Thin Fit MagFit,,,2026-08-11,,FALSE,No,일반안내,407-1568308-0156332,B0FD29X7T8,ACS09934,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157208,0
1000157209,2026-08-22,2026-08-22,IN,CASE,6. Product Inquiry,Amazon Buyer Message,(Product Inquiry)_호환문의,,Galaxy_others,Sand Crystal,,,2026-08-11,,FALSE,No,일반안내,404-4524363-5489969,B0GS84SDDD,ACS11547,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157209,
1000157210,2026-08-22,2026-08-22,BE,CASE,1. Invoice,Amazon Buyer Message,(Invoice)_invoice발행관련,,INVOICE - Spigen (Cases),Air Skin Aramid MagFit,,,2026-08-07,,FALSE,No,일반안내,171-5310404-6129941,B0GKQNSD4X,ACS11496,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157210,0
1000157211,2026-08-22,2026-08-22,DE,CASE,1. Invoice,Amazon Buyer Message,(Invoice)_invoice발행관련,,INVOICE - Spigen (Cases),Ultra Hybrid,,,2025-06-02,,FALSE,No,일반안내,303-7224061-4046764,B0D21N8F6P,ACS08121,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157211,0
1000157212,2026-08-22,2026-08-22,IN,PAcc.,4. Product Issue,spigen.support@spigen.com,(PAcc.)_완충불가,,알 수 없음_추가정보 필요,Power Accessories,PA2306,,2026-02-05,,FALSE,No,회수 (교품/환불),402-0238640-8264310,B0CST14ZWV,ABA06973,,,5,1,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157212,
1000157216,2026-08-22,2026-08-22,FR,CASE,2. Delivery,Amazon Buyer Message,(Delivery Issue)_Grade_and_Resell,,Galaxy A56,Ultra Hybrid,,,2026-08-04,,FALSE,No,일반안내,171-7640350-8093100,B0DQ3VN16B,ACS09292,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157216,
1000157217,2026-08-23,2026-08-23,DE,CASE,4. Product Issue,SQ_website,(Case)_코팅벗겨짐,,Galaxy S24 Ultra,Ultra Hybrid,,,2024-11-06,,FALSE,Yes,일반안내,302-6372259-1445151,해당없음,해당없음,,,N/A,N/A,N/A,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157217,
1000157221,2026-08-22,2026-08-22,JP,CASE,4. Product Issue,Amazon Buyer Message,(Case)_분리/이탈,,Galaxy Z Fold 8,Air Skin Aramid MagFit,,,2026-08-03,,FALSE,No,일반안내,249-8642832-7569465,B0GMSKSKX8,ACS11513,,,4,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157221,0
1000157223,2026-08-22,2026-08-22,UK,CASE,4. Product Issue,SQ_website,(Case)_분리/이탈,,Galaxy Z Flip 8,Ultra Hybrid Pro,,,2026-07-31,,FALSE,No,일반안내,202-5731206-1523528,B0GKQFZ255,ACS11516,,,3,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157223,
1000157225,2026-08-31,2026-08-31,UK,SDA,4. Product Issue,SQ_website,(SDA)_불량,,Galaxy Watch Ultra 2 (47mm),Rugged Armor Pro,,,2026-06-22,,FALSE,Yes,일반안내,202-9136140-8756364,B0D5JSGP1P,ACS08427,,,1,0,0,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157225,0
1000157228,2026-08-22,2026-08-22,etc.,CASE,6. Product Inquiry,SQ_website,(Sales Inquiry)_재입고관련문의,,Galaxy Z Fold 8,알 수 없음  (No product info),,,,,FALSE,No,일반안내,,해당없음,해당없음,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157228,
1000157229,2026-08-22,2026-08-22,DE,SP,2. Delivery,SQ_website,(Delivery Issue)_파손된상품수령,,Galaxy S26 Ultra,SP_Glas.tR EZ Fit Pro,,,2026-08-02,,FALSE,Yes,일반안내,306-7612779-9950711,B0G7S8J7SJ,AGL11068,,,2,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157229,0
1000157230,2026-08-22,2026-08-22,IN,PAcc.,4. Product Issue,spigen.support@spigen.com,(PAcc.)_충전불량,,알 수 없음_추가정보 필요,Power Accessories,PE2212,,2026-04-30,,FALSE,No,회수 (교품/환불),403-1458293-4203557,B0DKSNXLCT,ACH06436,,,3,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157230,
1000157231,2026-08-22,2026-08-22,FR,CASE,1. Invoice,Amazon Buyer Message,(Invoice)_invoice발행관련,,INVOICE - Spigen (Cases),Tough Armor MagFit,,,2026-08-11,,FALSE,No,일반안내,408-1928739-5074766,B0C5S9YJDP,ACS06811,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157231,0
1000157232,2026-08-24,2026-08-24,IT,SP,4. Product Issue,SQ_website,(SP)_측면들뜸,,iPhone 17 Pro Max,SP_Glas.tR EZ Fit Slim,,,2026-08-09,,FALSE,Yes,환불,404-4091480-8458767,B0D84R9HYW,AGL07907,,,3,0,0,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157232,
1000157233,2026-08-22,2026-08-22,UK,SDA,4. Product Issue,SQ_website,(SDA)_불량,,Galaxy Watch Ultra 2 (47mm),DuraPro Flex,,,2026-07-08,,FALSE,No,일반안내,203-0241516-7379539,B0DD5BLXQF,AMP08773,,,1,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157233,0
1000157234,2026-08-22,2026-08-22,etc.,n/a,8. 문의 사항 파악 불가,spigen.support@spigen.com,(Other Inquiry)_알수없음,,알 수 없음_추가정보 필요,알 수 없음  (No product info),,,,,FALSE,No,회신불요 (중복/스팸),해당없음,해당없음,해당없음,,,N/A,N/A,N/A,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157234,
1000157235,2026-08-22,2026-08-22,IE,CASE,6. Product Inquiry,Amazon Buyer Message,(Product Inquiry)_상품문의,,iPhone 17 Pro,Ultra Hybrid,,,,,FALSE,No,일반안내,해당없음,B0FD2BRCYS,ACS10065,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157235,
1000157236,2026-08-27,2026-08-27,etc.,SP,4. Product Issue,spigen.support@spigen.com,(SP)_먼지유입,,iPhone 14 Pro Max,SP_Glas.tR EZ Fit Slim,,,,,FALSE,No,일반안내,해당없음,B0B23LW7NV,AGL05202,,,N/A,N/A,N/A,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157236,
1000157237,2026-08-22,2026-08-22,IN,PAcc.,4. Product Issue,spigen.support@spigen.com,(PAcc.)_충전불량,,알 수 없음_추가정보 필요,Power Accessories,PE2304,,2026-07-15,,FALSE,No,회수 (교품/환불),406-2685315-0068327,B0DQ14CVX1,ACH06947,,,3,0,0,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157237,
1000157238,2026-08-23,2026-08-23,IN,PAcc.,4. Product Issue,spigen.support@spigen.com,(PAcc.)_충전불량,,iPhone 14 Pro,Power Accessories,"C10CL_1M,1Pack,USB-C to Lightning",,2026-07-24,,FALSE,Yes,환불,171-4780923-5394733,B07SRZR8ZB,000CA26356,,,1,0,0,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157238,
1000157239,2026-08-24,2026-08-24,US,SP,7. Other Inquiry,spigen.support@spigen.com,(Other Inquiry)_기타사항,,알 수 없음_추가정보 필요,알 수 없음  (No product info),,,2026-08-09,,FALSE,No,타부서 소관,702-1430588-4705047,B0H4HXY67W,AGL11759,,,N/A,N/A,N/A,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157239,
1000157242,2026-08-22,2026-08-22,UK,CASE,4. Product Issue,SQ_website,(Case)_힌지파손,,Galaxy Z Fold 8 Ultra,Slim Armor Pro MagFit,,,2026-08-03,,FALSE,Yes,일반안내,205-6693696-4599505,B0GKQFNXLL,ACS11503,,,5,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157242,0
1000157243,2026-08-22,2026-08-22,IN,PAcc.,4. Product Issue,SQ_website,(PAcc.)_충전불량,,알 수 없음_추가정보 필요,Power Accessories,PA2304,,2024-07-10,기타 사항,TRUE,No,도움불가,406-2326018-1522707,B0CKSX2GXS,ABA06942,1,,N/A,N/A,N/A,1,1,201,0,https://spigenhelp.zendesk.com/agent/tickets/1000157243,
1000157244,2026-08-22,2026-08-22,ES,SDA,1. Invoice,Amazon Buyer Message,(Invoice)_invoice발행관련,,INVOICE - Other (ODM),Rugged Armor Pro,,,2026-08-11,,FALSE,No,일반안내,406-2809466-8378700,B0B9ZF7VBY,ACS05417,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157244,0
1000157245,2026-08-24,2026-08-24,IT,SDA,4. Product Issue,SQ_website,(SDA)_제품품질불만,,Apple Watch Ultra 3 (49mm),Lite Fit,,,2026-05-16,,FALSE,Yes,환불,405-6378605-4239540,B08KWRPFWB,AMP02287,,,4,0,0,3-5,4,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157245,0
1000157246,2026-08-22,2026-08-22,NL,Newbiz,6. Product Inquiry,Amazon Buyer Message,(Product Inquiry)_상품문의,,해당없음_(New Biz),(New Biz)_OM108,,,,,FALSE,No,일반안내,해당없음,B0H2BS2DHP,AMP11739,,,N/A,N/A,N/A,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157246,
1000157247,2026-08-22,2026-08-22,IN,PAcc.,4. Product Issue,SQ_website,(PAcc.)_충전불량,,iPhone 14,Power Accessories,PE2300,,2025-12-18,,FALSE,Yes,회수 (교품/환불),408-9406522-8091539,B0CTM7Z1NS,ACH06536,,,4,1,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157247,
1000157248,2026-08-22,2026-08-22,FR,PAcc.,4. Product Issue,Amazon Buyer Message,(PAcc.)_충전불량,,알 수 없음_추가정보 필요,Power Accessories,PLT100,,2026-08-08,,FALSE,No,일반안내,406-6767138-0828349,B0GYZ7LVML,ACP11399,,,1,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000157248,
